date,sven_resid
1962-03-19,0.05528713922588979
1962-03-20,0.05909803823518711
1962-03-21,0.06926123347645508
1962-03-22,0.08784454426711985
1962-03-23,0.12842284331095355
1962-03-26,0.1543166503594411
1962-03-27,0.172531473928899
1962-03-28,0.16817591222255723
1962-03-29,0.15228069591908344
1962-03-30,0.12756287604939542
1962-04-02,0.1119802084486703
1962-04-03,0.11849514212956791
1962-04-04,0.12702385825505447
1962-04-05,0.1466627230943991
1962-04-06,0.13091753329766043
1962-04-09,0.12637971442259976
1962-04-10,0.13170459175908533
1962-04-11,0.08043604627797807
1962-04-12,0.022792449927980574
1962-04-13,0.03523676131273845
1962-04-16,0.025049435254499652
1962-04-17,0.05954602790616326
1962-04-18,0.06356357462675044
1962-04-19,0.06906066473151551
1962-04-23,0.05492922205016848
1962-04-24,0.043301019253408235
1962-04-25,0.0717900184605198
1962-04-26,0.08551661166262159
1962-04-27,0.13365860306163446
1962-04-30,0.20287012522417802
1962-05-01,0.21316719268610695
1962-05-02,0.16084108767129113
1962-05-03,0.13863326254400432
1962-05-04,0.14217247094689256
1962-05-07,0.10627267998005818
1962-05-08,0.13041234047303663
1962-05-09,0.1446916415067565
1962-05-10,0.14098833301987224
1962-05-11,0.07706883580135271
1962-05-14,0.08899542980442465
1962-05-15,0.10883600983965946
1962-05-16,0.10646342815461374
1962-05-17,0.0733616108601165
1962-05-18,0.08168575883063012
1962-05-21,0.08282020537099388
1962-05-22,0.07160596940067476
1962-05-23,0.08288899012812401
1962-05-24,0.11891237863431536
1962-05-25,0.0986521546605097
1962-05-28,0.06357847627456659
1962-05-29,0.07772068544035005
1962-05-31,0.10307109640172252
1962-06-01,0.10696440502708393
1962-06-04,0.07584688483510993
1962-06-05,0.05531655041357464
1962-06-06,0.06797977930144405
1962-06-07,0.0432033108697607
1962-06-08,0.05580954907969726
1962-06-11,0.07421511110744783
1962-06-12,0.08609944299868388
1962-06-13,0.08637143993497487
1962-06-14,0.08122296661270623
1962-06-15,0.05364206380682601
1962-06-18,0.03278923051748439
1962-06-19,0.015581389225277853
1962-06-20,-0.0008876907187636007
1962-06-21,0.010996406488567256
1962-06-22,-0.03152552581329049
1962-06-25,-0.03480990121518479
1962-06-26,-0.11295111255249157
1962-06-27,-0.04203303544520276
1962-06-28,-0.026411350770874087
1962-06-29,-0.06479747420556103
1962-07-02,-0.11991654317810418
1962-07-03,-0.1535190838944085
1962-07-05,-0.15389519097537852
1962-07-06,-0.12646658122862675
1962-07-09,-0.15206788880365174
1962-07-10,-0.14187176949310132
1962-07-11,0.011292553459405053
1962-07-12,0.028003094358160396
1962-07-13,0.01309176774105758
1962-07-16,0.039067357101330025
1962-07-17,-0.020867463958214927
1962-07-18,-0.001015259195370266
1962-07-19,0.00776795931702523
1962-07-20,0.011846401534731044
1962-07-23,0.0006687287697926259
1962-07-24,-0.000620574906183613
1962-07-25,0.035253916664529594
1962-07-26,0.03896241970372527
1962-07-27,0.026332420633495168
1962-07-30,0.010185302969663912
1962-07-31,0.011156312148258962
1962-08-01,0.025380055057276252
1962-08-02,-0.006722287125085824
1962-08-03,-0.01015727096780683
1962-08-06,-0.035727370056472196
1962-08-07,-0.0145761906929458
1962-08-08,0.0005006977840600335
1962-08-09,-0.00554690556538473
1962-08-10,-0.007324861677161287
1962-08-13,-0.016788268443726828
1962-08-14,0.0192517045961087
1962-08-15,0.09481066168541341
1962-08-16,0.055721558525865245
1962-08-17,0.0755213184066501
1962-08-20,-0.16002430163998582
1962-08-21,-0.15410111033874552
1962-08-22,-0.13474341640488952
1962-08-23,-0.1294187472048529
1962-08-24,-0.11795290062768471
1962-08-27,-0.10248584631869484
1962-08-28,-0.11001972587813036
1962-08-29,-0.11434492264431739
1962-08-30,-0.12066450319356514
1962-08-31,-0.1924207506540494
1962-09-04,-0.15611090540170158
1962-09-05,-0.10917497933063336
1962-09-06,0.011806047066745595
1962-09-07,-0.0968235367877277
1962-09-10,-0.12761997561220628
1962-09-11,-0.15718260413272978
1962-09-12,-0.050156837173000124
1962-09-13,-0.048482545200760896
1962-09-14,-0.0904603352507447
1962-09-17,-0.08612037342050849
1962-09-18,-0.1095185614265044
1962-09-19,-0.09177963084116181
1962-09-20,-0.10627434403158187
1962-09-21,-0.05196737374570137
1962-09-24,-0.06727175213896874
1962-09-25,0.03425864840327231
1962-09-26,0.017575197658751485
1962-09-27,-0.009236984171355545
1962-09-28,-0.0754949498066555
1962-10-01,-0.08149411048460653
1962-10-02,-0.05173142562591515
1962-10-03,-0.009933017637274055
1962-10-04,0.021378777363089796
1962-10-05,0.016630401142903928
1962-10-08,0.029241521099177437
1962-10-09,0.029362154993766154
1962-10-10,0.050296720631489045
1962-10-11,0.06095973860507575
1962-10-15,0.040069134529314265
1962-10-16,0.048322544453351934
1962-10-17,0.06382495875619654
1962-10-18,0.0447054364084285
1962-10-19,0.048897495248662715
1962-10-22,0.02106167242502055
1962-10-23,-0.008947748935340005
1962-10-24,-0.002599689692341034
1962-10-25,-0.0012316441170954207
1962-10-26,0.028041062746039014
1962-10-29,0.056537824681883286
1962-10-30,0.078947835335482
1962-10-31,0.09830172572697427
1962-11-01,0.0450059399380458
1962-11-02,0.06820398529427063
1962-11-05,0.05233912888403358
1962-11-07,0.06662995818751982
1962-11-08,0.06913785463873712
1962-11-09,0.07033718273800238
1962-11-13,0.08327540777768716
1962-11-14,0.09456598856956289
1962-11-15,0.13092560088270133
1962-11-16,0.1037767042808242
1962-11-19,0.07266125687789238
1962-11-20,0.07134297608371964
1962-11-21,0.07501843442480238
1962-11-23,0.0694025132614633
1962-11-26,0.07339272255837015
1962-11-27,0.07843890326769598
1962-11-28,-0.003962007762256192
1962-11-29,-0.016319896822337032
1962-11-30,0.01161265968292824
1962-12-03,-0.0579006107161697
1962-12-04,-0.07422251042940031
1962-12-05,0.018389990850803617
1962-12-06,0.002855883919754998
1962-12-07,-0.039849639404542
1962-12-10,-0.06866738010860729
1962-12-11,-0.05029624037365821
1962-12-12,-0.0754969870001938
1962-12-13,-0.08563682458488842
1962-12-14,-0.02633961134033802
1962-12-17,-0.03462706561953377
1962-12-18,-0.030129560654541088
1962-12-19,0.0008786340951281169
1962-12-20,0.023037884632604033
1962-12-21,0.0993749955547738
1962-12-24,0.12344054318998454
1962-12-26,0.0893117451677643
1962-12-27,0.12007189838727816
1962-12-28,0.08052666123170038
1962-12-31,0.03423704161565322
1963-01-02,0.09231294573857873
1963-01-03,0.12028620213706631
1963-01-04,0.1285927282226207
1963-01-07,0.1444574581347271
1963-01-08,0.13324440846972907
1963-01-09,0.15711900970396897
1963-01-10,0.15783438394814553
1963-01-11,0.16630606812901272
1963-01-14,0.15754815561527913
1963-01-15,0.13450917636501947
1963-01-16,0.14919159893165945
1963-01-17,0.17692638244381254
1963-01-18,0.09646069166460558
1963-01-21,0.11379844292467878
1963-01-22,0.04037591177054578
1963-01-23,-0.0014648460181883038
1963-01-24,-0.005670851092351992
1963-01-25,0.003564198487300718
1963-01-28,-0.002655851891934624
1963-01-29,-0.04814311907002233
1963-01-30,-0.029035124315266447
1963-01-31,0.10952832115127986
1963-02-01,0.15036312395844842
1963-02-04,0.1558462633673119
1963-02-05,0.19989669769859697
1963-02-06,0.22003465079211315
1963-02-07,0.2830696900642895
1963-02-08,0.308018418010116
1963-02-11,0.29956276772882084
1963-02-13,0.2568748045719609
1963-02-14,0.1866930112520646
1963-02-15,0.4226107693748551
1963-02-18,0.4147996305943922
1963-02-19,0.43160400153255196
1963-02-20,0.4444604844171458
1963-02-21,0.4267935589163119
1963-02-25,0.37136756453521924
1963-02-26,0.3970229445786977
1963-02-27,0.4232944058093482
1963-02-28,0.4417152228098429
1963-03-01,0.369441104467346
1963-03-04,0.3664662502706464
1963-03-05,0.36765616393950307
1963-03-06,0.3766069606422229
1963-03-07,0.34072192055781203
1963-03-08,0.3064230249753286
1963-03-11,0.3128545916127474
1963-03-12,0.30206088343240234
1963-03-13,0.31076930248176104
1963-03-14,0.3086988983811376
1963-03-15,0.29802804081366663
1963-03-18,0.23080600134096985
1963-03-19,0.21315145860430462
1963-03-20,0.23056778240392006
1963-03-21,0.23720221543865083
1963-03-22,0.2265590665825714
1963-03-25,0.20594999175005935
1963-03-26,0.20352676130316727
1963-03-27,0.20764038693827658
1963-03-28,0.16417553108847782
1963-03-29,0.13737028989202438
1963-04-01,0.13867355415456162
1963-04-02,0.1738294350322076
1963-04-03,0.2179076539914222
1963-04-04,0.21430811568283348
1963-04-05,0.2111766600983267
1963-04-08,0.18587018320486504
1963-04-09,0.17425523482608307
1963-04-10,0.1748064193264205
1963-04-11,0.18026596887359236
1963-04-15,0.16375022295370645
1963-04-16,0.15658229471161933
1963-04-17,0.16744080114846138
1963-04-18,0.16211238527270488
1963-04-19,0.12960679848910583
1963-04-22,0.15945198346754808
1963-04-23,0.16772744158676645
1963-04-24,0.16675955606528525
1963-04-25,0.17901290774267853
1963-04-26,0.09289288815276286
1963-04-29,0.08768481051342203
1963-04-30,0.07942519806131365
1963-05-01,0.0687344627113915
1963-05-02,0.09428061407151045
1963-05-03,0.150640802073839
1963-05-06,0.14525915258931876
1963-05-07,0.22094597275013106
1963-05-08,0.21175480447093564
1963-05-09,0.10130964551663535
1963-05-10,0.20512776431556423
1963-05-13,0.1927372739484059
1963-05-14,0.17644097006160742
1963-05-15,0.19513522252979598
1963-05-16,0.1876423335177253
1963-05-17,0.19806644859006495
1963-05-20,0.07194164667523939
1963-05-21,0.06804898631957146
1963-05-22,0.07586621738265631
1963-05-23,0.04872333361656933
1963-05-24,0.0519914390421774
1963-05-27,0.1189027042987516
1963-05-28,0.07043610264867084
1963-05-29,0.0815635446849794
1963-05-31,0.04369668105141855
1963-06-03,0.06429315505400579
1963-06-04,0.02921511263471377
1963-06-05,-0.007751359377396128
1963-06-06,0.046899498897405856
1963-06-07,0.035168260430410214
1963-06-10,0.08524514467802202
1963-06-11,0.0944021508884263
1963-06-12,0.09868910680232545
1963-06-13,0.08304379584785204
1963-06-14,0.053181696488158625
1963-06-17,0.0433773435224758
1963-06-18,0.04371785651318438
1963-06-19,0.039108450169094144
1963-06-20,0.034549881887821154
1963-06-21,0.021736160718081265
1963-06-24,0.01932051870957263
1963-06-25,-0.007562761330361045
1963-06-26,0.06483243710857156
1963-06-27,0.06254765866371148
1963-06-28,0.04697269609380639
1963-07-01,0.02645849573968162
1963-07-02,-0.024009439967416224
1963-07-03,-0.09629860259423717
1963-07-05,-0.03970350277573065
1963-07-08,-0.09362535883286682
1963-07-09,-0.129757977798727
1963-07-10,0.001164585710925703
1963-07-11,0.0315675773860713
1963-07-12,0.010553264533734286
1963-07-15,0.03439949190763647
1963-07-16,0.05480408349059562
1963-07-17,0.04606438218926279
1963-07-18,0.011349733058139577
1963-07-19,0.026488545682709752
1963-07-22,0.05233453544893596
1963-07-23,0.12441893757849964
1963-07-24,0.11099719831795696
1963-07-25,0.10472498830135324
1963-07-26,0.12539418952348402
1963-07-29,0.17475732851978432
1963-07-30,0.10379246183876756
1963-07-31,0.016485910638365908
1963-08-01,0.011832483607499888
1963-08-02,0.01944303652380519
1963-08-05,0.045881057609988396
1963-08-06,0.06840049499745104
1963-08-07,0.15754105372346316
1963-08-08,0.18582003802914704
1963-08-09,0.10901396128451601
1963-08-12,0.1303899683895784
1963-08-13,0.13640344037980157
1963-08-14,0.05090949667408218
1963-08-15,0.10040392166408063
1963-08-16,0.16397098933014043
1963-08-19,0.2107191547906062
1963-08-20,0.21007515093325546
1963-08-21,0.22223886014216365
1963-08-22,0.16880309075498845
1963-08-23,0.17275523380089908
1963-08-26,0.1748187301718951
1963-08-27,0.1716386805586696
1963-08-28,0.175311819091319
1963-08-29,0.17543282659949577
1963-08-30,0.1712517909493556
1963-09-03,0.16943953706478654
1963-09-04,0.18009726035383133
1963-09-05,0.19316407034955452
1963-09-06,0.17885402145436613
1963-09-09,0.15686992486548768
1963-09-10,0.1969968165069802
1963-09-11,0.2250658539397148
1963-09-12,0.19668616477351497
1963-09-13,0.11409820654514702
1963-09-16,0.13026311054008266
1963-09-17,0.1557484964811895
1963-09-18,0.166330132578552
1963-09-19,0.18811730195907916
1963-09-20,0.11728272574053777
1963-09-23,0.1663798429150769
1963-09-24,0.16494665087018667
1963-09-25,0.14916254179793764
1963-09-26,0.13989456548141632
1963-09-27,0.12715068830505727
1963-09-30,0.08375063988152354
1963-10-01,0.041825791249133104
1963-10-02,0.07245017714226698
1963-10-03,0.07795992621642833
1963-10-04,0.08734842745755245
1963-10-07,0.10335411914651571
1963-10-08,0.11709088041307947
1963-10-09,0.16803652371226763
1963-10-10,0.1511324009288244
1963-10-11,0.12156278363723905
1963-10-14,0.13259396997659367
1963-10-15,0.13356765480684052
1963-10-16,0.1189373163027132
1963-10-17,0.1678160455747153
1963-10-18,0.09211999645670721
1963-10-21,0.13424753675694356
1963-10-22,0.09632454498209775
1963-10-23,0.11471331616181546
1963-10-24,0.12624044336310059
1963-10-25,0.11842780444475753
1963-10-28,0.11979993484159523
1963-10-29,0.13059100740912788
1963-10-30,0.14960543329237463
1963-10-31,0.1475761572370491
1963-11-01,0.1328697087728714
1963-11-04,0.13752260184506904
1963-11-06,0.13606527735557394
1963-11-07,0.0633852046507899
1963-11-08,0.03217206083415247
1963-11-12,0.09995588387979737
1963-11-13,0.11619078334027355
1963-11-14,0.059921978372177165
1963-11-15,0.10733435601891239
1963-11-18,0.08633257622191026
1963-11-19,0.0070056451953863785
1963-11-20,-0.009320623309255094
1963-11-21,-0.05710699584439283
1963-11-22,-0.1054948594581826
1963-11-26,-0.14968332659594896
1963-11-27,-0.2076839038587619
1963-11-29,-0.2133104719872816
1963-12-02,-0.22396247987826357
1963-12-03,-0.253200313498843
1963-12-04,-0.2787215685825988
1963-12-05,-0.2974006555248363
1963-12-06,-0.355309584950918
1963-12-09,-0.3678398992865466
1963-12-10,-0.31366044085461997
1963-12-11,-0.29993053031166106
1963-12-12,-0.319452875955498
1963-12-13,-0.3407864633225355
1963-12-16,-0.3623465632071703
1963-12-17,-0.36774874205221453
1963-12-18,-0.3779840003820474
1963-12-19,-0.2962771685286003
1963-12-20,-0.26407217812173167
1963-12-23,-0.2746760987934045
1963-12-24,-0.3005149211800324
1963-12-26,-0.2816622726016593
1963-12-27,-0.24543154965685154
1963-12-30,-0.2690276630804882
1963-12-31,-0.21051176486339385
1964-01-02,-0.20865156349156333
1964-01-03,-0.07480797784571314
1964-01-06,-0.08487946979900451
1964-01-07,-0.1011937050535594
1964-01-08,-0.02631378110654703
1964-01-09,-0.07026855071013394
1964-01-10,-0.028454579949278358
1964-01-13,-0.003990718620110467
1964-01-14,-0.09289112085309714
1964-01-15,-0.1314109154294405
1964-01-16,-0.1192855156840773
1964-01-17,-0.06698819307559489
1964-01-20,-0.05396261539245595
1964-01-21,-0.05501416003378301
1964-01-22,-0.03405615487386182
1964-01-23,-0.035619861878383396
1964-01-24,-0.07011386644457218
1964-01-27,-0.0701287652222935
1964-01-28,-0.055983760327654064
1964-01-29,-0.04519109162084378
1964-01-30,-0.033633881483559946
1964-01-31,-0.016054398438314355
1964-02-03,-0.0017324028027974059
1964-02-04,0.01967454139536029
1964-02-05,0.03589149914222789
1964-02-06,0.032067386605811876
1964-02-07,0.019723827449969367
1964-02-10,0.03738637745155149
1964-02-11,0.038091866160907095
1964-02-13,-0.003438497300226828
1964-02-14,0.023171232523822916
1964-02-17,-2.1501819273293883
1964-02-18,-2.0859535656953208
1964-02-19,-2.1175998977138955
1964-02-20,-1.9784374593353622
1964-02-24,-1.9423639666317483
1964-02-25,-2.0035046966842502
1964-02-26,-1.9725210350556557
1964-02-27,-1.992626918484218
1964-02-28,-2.017299326689723
1964-03-02,-1.9858392081391054
1964-03-03,-1.970522614776244
1964-03-04,-1.8064454464929698
1964-03-05,-1.778014208450486
1964-03-06,-1.6855318206034644
1964-03-09,-1.7009872482928134
1964-03-10,-1.6533866175521812
1964-03-11,-1.5882624704284511
1964-03-12,-1.586444631435767
1964-03-13,-1.4759205561712703
1964-03-16,-1.4620092613885713
1964-03-17,-1.4454404588055674
1964-03-18,-1.414183468549112
1964-03-19,-1.4001677311740703
1964-03-20,-1.315009737346517
1964-03-23,-1.456081311943862
1964-03-24,-1.3593056168243596
1964-03-25,-1.2960018917727831
1964-03-26,-1.216236323793094
1964-03-30,-1.1262547352670031
1964-03-31,-1.1291019021373954
1964-04-01,-0.9891762044180981
1964-04-02,-0.9828109092034403
1964-04-03,-0.8489053315918431
1964-04-06,-0.7530339545046019
1964-04-07,-0.8982991115984822
1964-04-08,-0.7290344989644169
1964-04-09,-0.6065445422467652
1964-04-10,-0.01975153423500675
1964-04-13,0.06837116991751913
1964-04-14,0.08986050435115223
1964-04-15,0.14805448001782295
1964-04-16,0.16561305306834084
1964-04-17,0.17038123303575592
1964-04-20,0.1792943651521237
1964-04-21,0.12188508747289495
1964-04-22,0.13581449589466565
1964-04-23,0.13491822645308682
1964-04-24,0.21207012216000765
1964-04-27,0.20473372016504277
1964-04-28,0.17308083951731312
1964-04-29,0.1292209913375304
1964-04-30,0.06603028471104544
1964-05-01,0.1107390351419495
1964-05-04,0.14065640073322427
1964-05-05,0.15894019787189695
1964-05-06,0.15064173022858052
1964-05-07,0.14573951996242318
1964-05-08,0.24085232678896018
1964-05-11,0.24502750879867152
1964-05-12,0.2514733886303433
1964-05-13,0.2575612664893363
1964-05-14,0.2960391150149104
1964-05-15,0.28882552412620033
1964-05-18,0.31211819635824245
1964-05-19,0.3761048576165926
1964-05-20,0.3760564922733436
1964-05-21,0.300094725573369
1964-05-22,0.27420306164730723
1964-05-25,0.25037729993577074
1964-05-26,0.24893569972995833
1964-05-27,0.2290216436618202
1964-05-28,0.19753536838021946
1964-06-01,0.16566035810052693
1964-06-02,0.13364742865150436
1964-06-03,0.13034738732941342
1964-06-04,0.11292184508651948
1964-06-05,0.07803042485812517
1964-06-08,0.12543921187943585
1964-06-09,0.11719327512477529
1964-06-10,0.12493174765847792
1964-06-11,0.13521329509966495
1964-06-12,0.11846928831674575
1964-06-15,0.0984560818143092
1964-06-16,0.06457557420877924
1964-06-17,0.06471311767408183
1964-06-18,0.12102907037716104
1964-06-19,0.1015709429512981
1964-06-22,0.1110545697546006
1964-06-23,0.13705346813614483
1964-06-24,0.14046791864520847
1964-06-25,0.2567307759627675
1964-06-26,0.18740040546760506
1964-06-29,0.21828475563240257
1964-06-30,0.2573226173695682
1964-07-01,0.2526162595454422
1964-07-02,0.20673934139030647
1964-07-06,0.16295737669260735
1964-07-07,0.17568284545813384
1964-07-08,0.1922992133515371
1964-07-09,0.40587587981836704
1964-07-10,0.2385216999216735
1964-07-13,0.2063722515447335
1964-07-14,0.24576001901744826
1964-07-15,0.1905608486191288
1964-07-16,0.12154050684993134
1964-07-17,0.11709851510180913
1964-07-20,0.06451584591851312
1964-07-21,0.07145052735842494
1964-07-22,0.04387215662503996
1964-07-23,-0.002673153500057257
1964-07-24,0.03680058800688313
1964-07-27,0.04726300833262931
1964-07-28,0.06490288116519416
1964-07-29,0.11233331646182432
1964-07-30,0.11466473606244865
1964-07-31,0.11802519165160463
1964-08-03,0.11536651939825981
1964-08-04,0.0717591152510666
1964-08-05,0.10975523249723595
1964-08-06,0.11005122428214742
1964-08-07,0.11336748388812135
1964-08-10,0.09598893167722311
1964-08-11,-0.004708468751476236
1964-08-12,0.01804653647161336
1964-08-13,0.0275506674820285
1964-08-14,0.055421684085362966
1964-08-17,0.04560454469291386
1964-08-18,0.06045855021415392
1964-08-19,0.09073481957847163
1964-08-20,0.05984722241902052
1964-08-21,0.0589999657001421
1964-08-24,0.062485575412251304
1964-08-25,0.0584227978977947
1964-08-26,0.06560112491798042
1964-08-27,0.04888527044265922
1964-08-28,0.02371267193923199
1964-08-31,0.01610875049987648
1964-09-01,0.017619707727692724
1964-09-02,0.025605548887950746
1964-09-03,0.0006283063393426325
1964-09-04,0.010653877341821882
1964-09-08,0.007702510710096533
1964-09-09,0.013336979604170907
1964-09-10,0.038321080906467575
1964-09-11,0.02387868098815371
1964-09-14,0.04140375288123721
1964-09-15,0.06605291875601838
1964-09-16,0.0670589645120585
1964-09-17,0.04490912105354772
1964-09-18,0.07820009482015644
1964-09-21,0.0740874563487357
1964-09-22,0.08220167773783738
1964-09-23,0.08465668042258967
1964-09-24,0.07339734734035641
1964-09-25,0.04875630096171424
1964-09-28,0.04307202754181727
1964-09-29,0.04353597598744452
1964-09-30,0.07870244462809994
1964-10-01,0.04347090477384974
1964-10-02,0.0649307602633642
1964-10-05,0.06772381048971354
1964-10-06,0.05180481195028275
1964-10-07,0.08147978514910248
1964-10-08,0.083404888926772
1964-10-09,0.10087756114443591
1964-10-13,0.07660952993654524
1964-10-14,0.09066991134540059
1964-10-15,0.08620572147884831
1964-10-16,0.07236930751922621
1964-10-19,0.0837163698765977
1964-10-20,0.11238820994827847
1964-10-21,0.10129437933463237
1964-10-22,0.08008212464331743
1964-10-23,0.03850151928923706
1964-10-26,0.025258171787553962
1964-10-27,0.049130799923613466
1964-10-28,0.04330481274503439
1964-10-29,0.027118971219846078
1964-10-30,0.018222900446639212
1964-11-02,0.006295721381791797
1964-11-04,0.01795556996637604
1964-11-05,0.050119168346076215
1964-11-06,0.030588866770506318
1964-11-09,0.02551327291292882
1964-11-10,0.035689764943629854
1964-11-12,0.051675651282033996
1964-11-13,0.039865359467447625
